scenario,name,seed,functional_status,quality_status,reason,expected,coverage,data_mode,dataset_id,events,excluded_advisory_evidence,f1,false_alerts,gated_options,graph_f1,graph_status,labelled_records,mapped_records,median_detection_seconds,missed_events,missed_positive_records,missing_geometry,passing_options,precision,recall,seconds,sources,stale_records,supporting_pairs,test_records,vetoed_options,f1_delta,graph_f1_delta,recall_delta,coverage_delta,same_frozen_model,changed_records,labels_changed,findings,event_root,run_id
S12-1,Duplicate reporting burst,29,PASS,MEASURED,,Deduplicate identical observations; do not count copies as independent sources.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1505136190007761,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
S12-2,Clock jitter and ingestion delay,29,PASS,MEASURED,,Preserve observation/ingestion time and report late or uncertain samples.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.12459143900014169,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],3f1a0a5e6f304874596d561f6504b68dc58cc529308abb1537b902ad46cd806a,
S12-3,Ontology remapping,29,PASS,DEGRADATION_OBSERVED,,Flag unknown schema/ontology and exclude unsupported interpretation.,0.85625,SYNTHETIC_TEST,demo-29,2,52,1.0,0,0,0.8089887640449438,MEASURED,320,320,0.0,0,17,0,3,1.0,0.8468468468468469,0.13118770900109666,4,0,108,320,0,0.0,-0.1910112359550562,-0.15315315315315314,-0.14375000000000004,True,46,0,"[""Some observations abstained; eligible-only F1 does not measure full coverage."", ""Recall including abstentions decreased."", ""Link-classification F1 decreased.""]",327ca1d95ebb11a9f5551b8643de9f65052659459d6d5ec52013919287ee9f3e,
S12-4,Missing geography,29,PASS,DEGRADATION_OBSERVED,,Retain signals while omitting unsupported map points.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,0.5545454545454546,MEASURED,320,213,0.0,0,0,107,3,1.0,1.0,0.15965329899881908,4,0,61,320,0,0.0,-0.44545454545454544,0.0,0.0,True,107,0,"[""Link-classification F1 decreased.""]",38a023789c31e0aaa5fc30946e795b737cefdb2f2d8f4fe390cf302c925e487e,
S12-5,Novel source aliases,29,PASS,MEASURED,,Keep unknown identities separate until an alias mapping is supplied.,1.0,SYNTHETIC_TEST,demo-29,2,74,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.140471549000722,4,0,159,320,0,0.0,0.0,0.0,0.0,True,80,0,[],fcaad7235a2cf53f09cde31b7b5c4ce823394025b02be05768cde5c27ee0542f,
S13-1,Same-name entities,29,PASS,MEASURED,,Stable IDs prevent two same-name entities from being merged.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13510911199955444,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],db96569603d7923f1d59f32aa959746be918c0ada23f71d1bfce05778213f95a,
S13-2,Hub-source removal,29,PASS,MEASURED,,Recompute affected links and expose lost evidence.,1.0,SYNTHETIC_TEST,demo-29,2,45,1.0,0,0,1.0,MEASURED,240,240,0.0,0,0,0,3,1.0,1.0,0.11932774699926085,3,0,77,240,0,0.0,0.0,0.0,0.0,True,0,0,[],69c16d8a5674b70c5dcebcc916f1d9cc0cfbf0ffe9f146caadadfd2165e6ec11,
S13-3,Relation imbalance,29,PASS,DEGRADATION_OBSERVED,,Retain per-relation counts and disclose a dominant relation.,0.8,SYNTHETIC_TEST,demo-29,2,111,1.0,0,3,1.0,MEASURED,320,320,0.0,0,0,80,0,1.0,1.0,0.12865471499935666,5,0,159,400,0,0.0,0.0,0.0,-0.19999999999999996,True,0,0,"[""Some observations abstained; eligible-only F1 does not measure full coverage."", ""No advisory option passes the declared envelope.""]",5512233fd8358ac0428bd45f0deaa73a0ee801272203aee0c0e2d6c37dc2d358,
S13-4,Inverse-edge leakage trap,29,PASS,INVALID_LINK_EVALUATION,,Audit overlapping/reversed train/test edges; invalidate contaminated evaluation.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,,INVALID_LEAKAGE,320,320,0.0,0,0,0,3,1.0,1.0,0.2659650440000405,4,0,159,320,0,0.0,,0.0,0.0,True,0,0,"[""Link quality is invalidated by the injected split leakage.""]",ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
S13-5,Type-invalid negatives,29,PASS,MEASURED,,Reject type-invalid inferred edges and report candidate exclusions.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13248984699930588,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
S8-1,Contradictory constraints,29,PASS,MEASURED,,Return gated or rejected options when the allowed budget is impossible.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,0,1.0,1.0,0.12170491399956518,4,0,159,320,3,0.0,0.0,0.0,0.0,True,0,0,"[""No advisory option passes the declared envelope.""]",ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
S8-2,Instructions embedded in evidence,29,PASS,MEASURED,,Keep source text as data; the local policy remains unchanged.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1385079379997478,4,0,159,320,0,0.0,0.0,0.0,0.0,True,16,0,[],19de78366bfbe0600d99e6878221ea9955639fa982fc96b618d7097a313cba2c,
S8-3,Incomplete scenario,29,PASS,MEASURED,,Expose missing goal/resource fields and gate the output.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,3,1.0,MEASURED,320,320,0.0,0,0,0,0,1.0,1.0,0.1219613749999553,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,"[""No advisory option passes the declared envelope.""]",ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
S8-4,Proposal mode collapse,29,PASS,MEASURED,,Detect duplicate option envelopes and retain reviewer dissent.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,2,1.0,MEASURED,320,320,0.0,0,0,0,1,1.0,1.0,0.14744779899956484,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
S14-1,Mixed coordinate systems,29,PASS,DEGRADATION_OBSERVED,,Transform supported EPSG:3857 points or exclude unsupported CRS.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,0.9573770491803278,MEASURED,320,301,0.0,0,0,19,3,1.0,1.0,0.1482078340013686,4,0,146,320,0,0.0,-0.042622950819672156,0.0,0.0,True,79,0,"[""Link-classification F1 decreased.""]",d90a7d429d4e34afa379790050c8deb51d9efa8b6bb4e61ca915ed4e8b1740be,
S14-2,Stale source layer,29,PASS,MEASURED,,Show source age relative to the replay cutoff and stale status.,1.0,SYNTHETIC_TEST,demo-29,2,74,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13305510700047307,4,80,77,320,0,0.0,0.0,0.0,0.0,True,80,0,"[""Stale map records are retained with age labels.""]",48b9f1e5a129aa763155a082c27d070abb8067e5b360c875f17dbb0f8802d8e6,
S14-3,Dense map labels,29,PASS,MEASURED,,Stable grouping and accessible marker details preserve readability.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.12296462999984215,4,0,159,320,0,0.0,0.0,0.0,0.0,True,240,0,[],0ebdc65e2ad5ee981febab12a14fdd15e877aee10e413d88db54d05201f5d2a9,
F-1,Remove FCI,29,PASS,MEASURED,,Remove bioelectric observations and compare held-out quality and missingness.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13528272199982894,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],b946d5f576d419bd5cabb80caf58055adf86a5ac0a2a7b0b2c0de51918d4be0c,
F-2,Remove Agaric imagery,29,PASS,MEASURED,,Remove the imagery source and inspect lost supporting paths.,1.0,SYNTHETIC_TEST,demo-29,2,45,1.0,0,0,1.0,MEASURED,240,240,0.0,0,0,0,3,1.0,1.0,0.1322528720011178,3,0,77,240,0,0.0,0.0,0.0,0.0,True,0,0,[],69c16d8a5674b70c5dcebcc916f1d9cc0cfbf0ffe9f146caadadfd2165e6ec11,
F-3,Remove Psathyrella acoustics,29,PASS,MEASURED,,Remove acoustic evidence and inspect changed support.,1.0,SYNTHETIC_TEST,demo-29,2,45,1.0,0,0,1.0,MEASURED,240,240,0.0,0,0,0,3,1.0,1.0,0.12286229300116247,3,0,77,240,0,0.0,0.0,0.0,0.0,True,0,0,[],6b7ca068867096dc366634b8214b77697a673ae18722bf3f1d90387e5b7bb1d8,
F-4,250 ms clock offset,29,PASS,MEASURED,,Apply a declared offset and retain a clock-quality flag.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13907892499992158,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],3f1a0a5e6f304874596d561f6504b68dc58cc529308abb1537b902ad46cd806a,
F-5,Delay 5% of packets,29,PASS,MEASURED,,"Delay exactly a seeded 5% sample by 30 seconds; this is delay, not loss.",1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13352115500129003,4,0,159,320,0,0.0,0.0,0.0,0.0,True,16,0,[],e86677a1d4d850375872204dbfb3629f721bfb12d0787dc6ca24c922b0a3582b,
F-6,Linear calibration drift,29,PASS,DEGRADATION_OBSERVED,,Apply a drift to one source; report detection degradation honestly.,1.0,SYNTHETIC_TEST,demo-29,2,64,0.9866666666666666,3,0,1.0,MEASURED,320,320,0.0,0,0,0,3,0.9736842105263158,1.0,0.1233796180003992,4,0,159,320,0,-0.01333333333333342,0.0,0.0,0.0,True,80,0,"[""Temporal classifier F1 decreased relative to the unchanged capture.""]",166c33a51887a853c6c188a843b493e4ca407b64a7e6fd5d3f9bb146162efa29,
F-7,Central raw versus edge summaries,29,PASS,MEASURED,,"Compare serialized payload sizes; this measures software payloads, not RF performance.",1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.16715617400041083,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
D-1,Six-hour partition,29,PASS,MEASURED,,"Simulate contact loss, preserve recorded queued events, then reconcile.",1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13309704799939936,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
D-2,Duplicate replay,29,PASS,MEASURED,,Authenticated store-and-forward accepts each event identity once.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13166063300013775,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
D-3,Forged authenticator,29,PASS,MEASURED,,Reject a modified record with the original HMAC authenticator.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1502627419995406,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
D-4,Identity equivocation,29,PASS,MEASURED,,Quarantine conflicting payloads at one identity and sequence.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.12958317999982683,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
D-5,Stale model version,29,PASS,MEASURED,,Quarantine a model version outside the configured allowlist.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.15108059399972262,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
D-6,Poisoned update candidate,29,PASS,MEASURED,,Exercise bounded update validation only; this is not federated training.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1230642970003828,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
D-7,Gateway interruption,29,PASS,MEASURED,,Queue recorded evidence and resume deterministic reconciliation.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1297655840007792,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
D-8,90% bandwidth reduction,29,PASS,MEASURED,,Use a simulated byte budget and report additional queue clearance time.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13091890499890724,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
D-9,Clock spoofing,29,PASS,MEASURED,,Quarantine a record outside the allowed timestamp window.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13844040999902063,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
D-10,Conflicting sensors,29,PASS,MEASURED,,Preserve counterevidence and show lower independent corroboration.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13783106300070358,4,0,159,320,0,0.0,0.0,0.0,0.0,True,80,0,[],74832a31874e1f9192809f0646d563e409da290ae6800a1d1839c4b5813a1ce8,
M-1,Rate escalation,29,PASS,DEGRADATION_OBSERVED,,Increase injected event prevalence while preserving source mix.,1.0,SYNTHETIC_TEST,demo-29,3,62,0.9256198347107438,0,0,0.8958333333333334,MEASURED,320,320,0.0,0,18,0,3,1.0,0.8615384615384616,0.13777966999987257,4,0,159,320,0,-0.07438016528925617,-0.10416666666666663,-0.1384615384615384,0.0,True,30,30,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Recall including abstentions decreased."", ""Link-classification F1 decreased.""]",a7fa50bdf902a832866b46deae0766a46e295a408d3a3b1f75fa762d88a45062,
M-2,Source-role shift,29,PASS,MEASURED,,Move event-bearing sources without changing the sample count.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1262028300006932,4,0,159,320,0,0.0,0.0,0.0,0.0,True,26,4,[],ce020a8ff5e3d44d0e1d43539bc685065a0a2af79797cb1dd86bdc751035431d,
M-3,Spatial displacement,29,PASS,DEGRADATION_OBSERVED,,Move the synthetic event footprint; retain coordinate provenance.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,0.8222222222222222,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13157225899885816,4,0,111,320,0,0.0,-0.1777777777777778,0.0,0.0,True,26,0,"[""Link-classification F1 decreased.""]",3a2b3963b197e76a6a4699208cb0cbe4465a2b3249b942d5a1c7a37b0dc3bead,
M-4,Periodicity disruption,29,PASS,DEGRADATION_OBSERVED,,Break a background periodic component and inspect response.,1.0,SYNTHETIC_TEST,demo-29,2,63,0.9779735682819383,5,0,0.9814814814814815,MEASURED,320,320,0.0,0,0,0,3,0.9568965517241379,1.0,0.14400296300118498,4,0,165,320,0,-0.022026431718061734,-0.01851851851851849,0.0,0.0,True,320,0,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Link-classification F1 decreased.""]",28623ab8890634c4f74702fe5b9412a14590c1975b0059cceaa40b8a23ff002b,
M-5,Coordinated multi-source motif,29,PASS,DEGRADATION_OBSERVED,,Correlate a controlled signal change across independent sources.,1.0,SYNTHETIC_TEST,demo-29,3,92,0.969283276450512,0,0,0.9211822660098522,MEASURED,320,320,0.0,0,9,0,3,1.0,0.9403973509933775,0.16038922699954128,4,0,187,320,0,-0.030716723549487956,-0.0788177339901478,-0.05960264900662249,0.0,True,40,40,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Recall including abstentions decreased."", ""Link-classification F1 decreased.""]",6564dedb9ff2c28c6f92d41a063071bb625daf61bbd98db9b7f02575121596c1,
M-6,Source-volume false-positive trap,29,PASS,MEASURED,,Replay copies without introducing a new underlying event.,1.0,SYNTHETIC_TEST,demo-29,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.16994509800133528,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],ada631adaf7dbf27a540de06e442d475421233b84022ae0d9974a3d7b1d6ead4,
clean,Clean coastal replay,31,PASS,MEASURED,,All four tasks on a reproducible synthetic environmental dataset.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.24469536000106018,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
S12-1,Duplicate reporting burst,31,PASS,MEASURED,,Deduplicate identical observations; do not count copies as independent sources.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13421989000016765,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
S12-2,Clock jitter and ingestion delay,31,PASS,MEASURED,,Preserve observation/ingestion time and report late or uncertain samples.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.15541839799880108,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],ba8740650d2832413dfc1f872e3c99ad12ce84cf0080dc7e913b9c95543eceb0,
S12-3,Ontology remapping,31,PASS,DEGRADATION_OBSERVED,,Flag unknown schema/ontology and exclude unsupported interpretation.,0.85625,SYNTHETIC_TEST,demo-31,2,52,1.0,0,0,0.8089887640449438,MEASURED,320,320,0.0,0,17,0,3,1.0,0.8468468468468469,0.13109250900015468,4,0,108,320,0,0.0,-0.1910112359550562,-0.15315315315315314,-0.14375000000000004,True,46,0,"[""Some observations abstained; eligible-only F1 does not measure full coverage."", ""Recall including abstentions decreased."", ""Link-classification F1 decreased.""]",b9d38d0f9d52296c917a2d10ae89ff24f55746b0f6be3d0ac1668c57144c5d51,
S12-4,Missing geography,31,PASS,DEGRADATION_OBSERVED,,Retain signals while omitting unsupported map points.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,0.5545454545454546,MEASURED,320,213,0.0,0,0,107,3,1.0,1.0,0.12774069099941698,4,0,61,320,0,0.0,-0.44545454545454544,0.0,0.0,True,107,0,"[""Link-classification F1 decreased.""]",ded10fc5b1bcd8e41d90a25bd6bbccdd5bca735476d242e5aa147bb7661fdd70,
S12-5,Novel source aliases,31,PASS,MEASURED,,Keep unknown identities separate until an alias mapping is supplied.,1.0,SYNTHETIC_TEST,demo-31,2,74,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1293733450002037,4,0,159,320,0,0.0,0.0,0.0,0.0,True,80,0,[],5e54642f7556c0903bcb3659375b775dbec80418f23c23a9daa585ef18e71c3a,
S13-1,Same-name entities,31,PASS,MEASURED,,Stable IDs prevent two same-name entities from being merged.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.12389170099959301,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],8346d60e0c79645c998366ca219fa8fde0754269e31c3624da53d74fa6abe49a,
S13-2,Hub-source removal,31,PASS,MEASURED,,Recompute affected links and expose lost evidence.,1.0,SYNTHETIC_TEST,demo-31,2,45,1.0,0,0,1.0,MEASURED,240,240,0.0,0,0,0,3,1.0,1.0,0.13471176400162221,3,0,77,240,0,0.0,0.0,0.0,0.0,True,0,0,[],84f13460c7da7f6b301ceb13da14496d057de6bbfd72ed73725d9ddb0f536e61,
S13-3,Relation imbalance,31,PASS,DEGRADATION_OBSERVED,,Retain per-relation counts and disclose a dominant relation.,0.8,SYNTHETIC_TEST,demo-31,2,111,1.0,0,3,1.0,MEASURED,320,320,0.0,0,0,80,0,1.0,1.0,0.1446647060001851,5,0,159,400,0,0.0,0.0,0.0,-0.19999999999999996,True,0,0,"[""Some observations abstained; eligible-only F1 does not measure full coverage."", ""No advisory option passes the declared envelope.""]",1114b73119a03ad3d47881448fc5faad80ca70140df4705c5a7117d161e02f0d,
S13-4,Inverse-edge leakage trap,31,PASS,INVALID_LINK_EVALUATION,,Audit overlapping/reversed train/test edges; invalidate contaminated evaluation.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,,INVALID_LEAKAGE,320,320,0.0,0,0,0,3,1.0,1.0,0.1564126369994483,4,0,159,320,0,0.0,,0.0,0.0,True,0,0,"[""Link quality is invalidated by the injected split leakage.""]",5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
S13-5,Type-invalid negatives,31,PASS,MEASURED,,Reject type-invalid inferred edges and report candidate exclusions.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.12791051099884498,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
S8-1,Contradictory constraints,31,PASS,MEASURED,,Return gated or rejected options when the allowed budget is impossible.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,0,1.0,1.0,0.13465507599903503,4,0,159,320,3,0.0,0.0,0.0,0.0,True,0,0,"[""No advisory option passes the declared envelope.""]",5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
S8-2,Instructions embedded in evidence,31,PASS,MEASURED,,Keep source text as data; the local policy remains unchanged.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.14026776100035931,4,0,159,320,0,0.0,0.0,0.0,0.0,True,16,0,[],ac94e632f8be61abc4e2b2a283ba47e4d9163d79cbf9cc65c23de20a77d54d9f,
S8-3,Incomplete scenario,31,PASS,MEASURED,,Expose missing goal/resource fields and gate the output.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,3,1.0,MEASURED,320,320,0.0,0,0,0,0,1.0,1.0,0.12798487199870578,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,"[""No advisory option passes the declared envelope.""]",5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
S8-4,Proposal mode collapse,31,PASS,MEASURED,,Detect duplicate option envelopes and retain reviewer dissent.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,2,1.0,MEASURED,320,320,0.0,0,0,0,1,1.0,1.0,0.1411978550004278,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],5fd2fd698f76a5f8252ba2d2cfcacc4c518f4dc2b1fece37c58f052a6786619d,
S14-1,Mixed coordinate systems,31,PASS,DEGRADATION_OBSERVED,,Transform supported EPSG:3857 points or exclude unsupported CRS.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,0.9573770491803278,MEASURED,320,301,0.0,0,0,19,3,1.0,1.0,0.12376598300033947,4,0,146,320,0,0.0,-0.042622950819672156,0.0,0.0,True,79,0,"[""Link-classification F1 decreased.""]",66899e32567a222805d9b62740b07c59951e783219ab7e5e734da6443498a989,
S14-2,Stale source layer,31,PASS,MEASURED,,Show source age relative to the replay cutoff and stale status.,1.0,SYNTHETIC_TEST,demo-31,2,74,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1263204670012783,4,80,77,320,0,0.0,0.0,0.0,0.0,True,80,0,"[""Stale map records are retained with age labels.""]",eb965d73abb8a4dd616062e768b2feb78891e9d1e9620857caa0bdc574e3d666,
S14-3,Dense map labels,31,PASS,MEASURED,,Stable grouping and accessible marker details preserve readability.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.14431583000077808,4,0,159,320,0,0.0,0.0,0.0,0.0,True,240,0,[],2687d845b2c226a272c3dfff2a1036e8ddc30e95c83d458893f8be4f6a2fc38c,
F-1,Remove FCI,31,PASS,MEASURED,,Remove bioelectric observations and compare held-out quality and missingness.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.12438027700045495,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],3534072a06ae2265c0e20abe130df637126bc26d52f844f9e6652a04c374a370,
F-2,Remove Agaric imagery,31,PASS,MEASURED,,Remove the imagery source and inspect lost supporting paths.,1.0,SYNTHETIC_TEST,demo-31,2,45,1.0,0,0,1.0,MEASURED,240,240,0.0,0,0,0,3,1.0,1.0,0.1220501920015522,3,0,77,240,0,0.0,0.0,0.0,0.0,True,0,0,[],84f13460c7da7f6b301ceb13da14496d057de6bbfd72ed73725d9ddb0f536e61,
F-3,Remove Psathyrella acoustics,31,PASS,MEASURED,,Remove acoustic evidence and inspect changed support.,1.0,SYNTHETIC_TEST,demo-31,2,45,1.0,0,0,1.0,MEASURED,240,240,0.0,0,0,0,3,1.0,1.0,0.12082754400034901,3,0,77,240,0,0.0,0.0,0.0,0.0,True,0,0,[],ec59b5ab1b6a0fa9a0e23c561fa65bd4275700e70bfe112c0aa9204d6addf200,
F-4,250 ms clock offset,31,PASS,MEASURED,,Apply a declared offset and retain a clock-quality flag.,1.0,SYNTHETIC_TEST,demo-31,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1333308470002521,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],ba8740650d2832413dfc1f872e3c99ad12ce84cf0080dc7e913b9c95543eceb0,
